student_name,student_id,major,period,grade,passed_subject,get_subject
윤윤진,2021134196,건축공학과,2,1,"['GED1955-G00', 'CSE428-00', 'PM2023-03', 'GED1405-G00']","['GEE1960-G00', 'GED1113-G01', 'GEC2001-G40', 'GEC1104-G18', 'GED1356-G00']"
정효진,2020044692,건축공학과,4,2,"['GEC1105-G23', 'APCH1121-04', 'JP475-00', 'GEC2001-G26', 'CHE431-05', 'EDU4104-G01', 'GEC1102-G00', 'NE202-00', 'PAM320-00', 'BIO101-04']","['GED1362-G00', 'GEB1102-G08', 'GED1873-G00', 'EDU2102-G00', 'GEC1102-G10', 'EDU2107-G00']"
임연우,2021734784,건축공학과,1,1,"['EE207-02', 'AMTH1002-12', 'ME301-02', 'JP113-01']","['GEC1403-G36', 'GED1664-G00', 'GEB1301-G00', 'GEC1104-G22', 'GED1947-G01', 'GEE1633-G01']"
정지오,2011741146,건축공학과,7,4,"['GEB1202-G00', 'CDG3277-00', 'GEE1960-G00', 'PM4025-00', 'GED1467-G00', 'LA207-01', 'IS3107-00', 'FSB383-00', 'GEC1403-G27', 'GEC1102-G46', 'GEC1102-G38', 'IS2004-01', 'GEC1104-G20', 'CPE401-13', 'FR3041-00', 'GED1657-G00', 'APHY1002-19', 'GED1736-G00', 'AR411-01', 'CHI103-00', 'GEC1102-G13', 'VID2002-01', 'GEN324-00', 'DC401-00']","['EDU2103-G03', 'GEC1102-G31', 'GED1440-G01', 'GEC2001-G37']"
임준현,2021251581,건축공학과,2,1,"['IS4402-00', 'APHY2102-00', 'CE277-02', 'EE497-10', 'AR112-04']","['GEC1403-G15', 'GED1991-G00', 'EDU3171-G00', 'GEC1105-G07', 'GEC1105-G44']"
윤찬유,2013704788,건축공학과,6,3,"['GED1735-G00', 'PM4025-05', 'GEB1102-G05', 'GI405-01', 'GED1710-G00', 'FD103-02', 'IE407-00', 'JP111-00', 'PAM411-00', 'GEC1102-G16', 'PAM207-00', 'AR452-00']","['GED1966-G00', 'GEE1920-G00', 'GEC1105-G14', 'GED1465-G00', 'GEE1665-G00']"
김채원,2017856238,건축공학과,3,2,"['IS2515-00', 'GEC2001-G23', 'SC103-01', 'ENV276-00', 'GEE1961-G01', 'FD109-00', 'APCH4204-00', 'OMB319-00', 'ESP328-00', 'EE207-01']","['GEC1104-G37', 'GED1337-G00', 'GEE1625-G00', 'GEE1669-G00', 'GED1984-G00', 'GEC2001-G10']"
정서윤,2020262801,건축공학과,3,2,"['EE210-00', 'GEC1102-G38', 'FD111-01', 'JP272-00', 'CE251-01', 'EDU3106-G01', 'TK308-02', 'AMTH1009-10', 'APHY2000-00', 'GED1240-G01']","['GEC1102-G26', 'EDU3105-G00', 'GED1609-G01', 'GEC1102-G47']"
한동준,2017897527,건축공학과,3,2,"['EDU2107-G01', 'GEC1102-G22', 'NE412-00', 'CHE431-02', 'GEN306-00', 'TK408-01', 'GEN202-01', 'AE473-01', 'APCH3606-00', 'GED1240-G00']","['GEC1105-G51', 'GEC1102-G33', 'GEE1332-G04', 'GED1940-G00', 'GEC1104-G34']"
장효정,2014023314,건축공학과,4,2,"['AMTH2010-00', 'GED1459-G00', 'ELC204-00', 'AR511-03', 'CSE438-00', 'AMTH3025-00', 'TK403-01', 'GEC1104-G14', 'TK105-01', 'EE207-01', 'HBT310-00', 'ESP324-00']","['GED1609-G00', 'GEC1102-G06', 'GEE1642-G00', 'EDU3106-G00', 'GEC1403-G25']"
장은비,2014107977,건축공학과,8,4,"['APHY1002-10', 'JP213-00', 'APCH2301-00', 'FD105-01', 'ME312-02', 'GED1108-G00', 'AMTH1002-14', 'ENV171-01', 'CHE433-00', 'GEC1102-G00', 'GEC2001-G01', 'AMIE220-02', 'PM2018-01', 'GEC1105-G02', 'APHY1004-01', 'CHE355-00', 'APHY2105-00', 'CHE331-01', 'EE207-02', 'GEC1104-G42']","['GEC1102-G13', 'GEC1104-G15', 'GED1349-G00', 'GED1363-G00', 'GEC1105-G46', 'GED1657-G00']"
강수영,2013345487,건축공학과,3,2,"['APHY2100-00', 'FDA202-00', 'GEN306-02', 'GEE1954-G01', 'SPACE312-01', 'APCH4601-00', 'APCH1101-04', 'APHY2000-00', 'LA312-00', 'ENV171-01', 'GED1987-G00', 'APHY1000-01']","['GEC2001-G08', 'GEC1403-G31', 'GED1349-G00', 'GEC1104-G03']"
조라은,2012769303,건축공학과,8,4,"['SM420-00', 'OMB319-00', 'VID3015-00', 'AT401-00', 'PAM320-00', 'SPACE312-01', 'PE101-00', 'PM2023-00', 'PM2019-00', 'JP313-00', 'ME475-01', 'GEE1332-G06', 'PM4025-00', 'CHI107-01', 'CHE353-02', 'ENV389-00', 'AMTH1002-03', 'CE277-02', 'EE497-12', 'AR491-00']","['GEC1105-G28', 'GED1666-G00', 'GEC1104-G20', 'GEC1403-G33']"
최민우,2013517518,건축공학과,5,3,"['RU1101-01', 'APHY1002-10', 'AE211-03', 'IS3520-00', 'CPE301-11', 'APCH2303-02', 'IS3002-00', 'APCH3101-00', 'CPE101-00', 'JP411-00', 'OMB301-00', 'ESP239-00']","['EDU3106-G01', 'GEE1332-G00', 'GEB1102-G01', 'GEE1343-G00', 'GED1717-G01']"
정세현,2021509215,건축공학과,2,1,"['GEC1105-G38', 'PM2023-09', 'PM4025-02', 'CPE401-14', 'ME479-03']","['GEC1105-G26', 'GEE1633-G01', 'GEE1343-G00', 'EDU4103-G01']"
장희준,2012328143,건축공학과,8,4,"['ME331-04', 'ESP207-00', 'GI315-00', 'FT3074-00', 'AMTH1002-17', 'OMB301-00', 'CA4001-01', 'CA1006-00', 'ME205-03', 'CHI203-00', 'EDU3184-G01', 'SPACE424-00', 'SC310-00', 'NE402-00', 'GEE1332-G05', 'ME211-01']","['GEE1345-G00', 'GEE1652-G00', 'GEC1102-G48', 'GEE1344-G01', 'GEC1104-G16', 'GED1305-G00']"
임승희,2013000806,건축공학과,7,4,"['GEC1105-G31', 'GEE1657-G00', 'GEE1648-G00', 'TK311-01', 'GEN418-00', 'PM1005-00', 'DC301-00', 'ME479-01', 'ME301-02', 'ME251-01', 'GEC1105-G12', 'GED1305-G00', 'GED1240-G00', 'IE423-03', 'AR211-04', 'GED1465-G00', 'SM425-00', 'KO2102-00', 'CPE101-08', 'IE308-00']","['GEC1403-G12', 'GEC1403-G13', 'GEC1104-G14', 'GEB1102-G07']"
최성주,2014691766,건축공학과,8,4,"['APHY1002-24', 'EE497-09', 'PM1019-02', 'APHY1002-14', 'EDU3166-G00', 'ME312-04', 'CA4001-00', 'FSB381-00', 'SPACE471-00', 'GED1511-G00', 'PM4020-00', 'GEC1104-G04', 'GEC1403-G24', 'AMTH2010-00', 'AMTH1009-03', 'ID2013-00']","['GED1819-G00', 'GED1657-G00', 'GEC1104-G45', 'GED1862-G00', 'GEC1104-G20']"
한가온,2019739757,건축공학과,3,2,"['AMIE431-00', 'GEC1102-G02', 'IS2002-01', 'CDG3253-00', 'EE210-03', 'CA2018-00', 'PM1019-13', 'BME403-00', 'PM4025-00', 'APCH2303-02', 'EE201-02', 'RU1103-02']","['GED1119-G01', 'GEC2001-G41', 'GED1223-G02', 'GED1965-G00', 'GEC1403-G18']"
서연준,2012284543,건축공학과,5,3,"['APHY1002-05', 'ESP438-00', 'TK104-01', 'HBT202-00', 'APCH4600-00', 'CPE301-07', 'FSB231-00', 'GED1738-G00', 'CE475-00', 'APHY1004-02', 'FR2024-00', 'RTG108-00']","['GED1235-G00', 'GEC1105-G50', 'EDU3121-G00', 'GEC1403-G29', 'GEC1105-G36']"
임아름,2012091853,건축공학과,7,4,"['APCH1121-01', 'AE202-00', 'GI404-01', 'APHY3201-00', 'GEB1102-G03', 'GEC1104-G30', 'CE472-01', 'JP211-02', 'HBT302-00', 'IE411-00', 'AE352-00', 'VID2003-00', 'NE443-00', 'GED1511-G00', 'IE201-00', 'CSE204-01']","['GEC1403-G33', 'GEC1104-G35', 'GEC2001-G30', 'GEE1657-G01']"
한건하,2016190224,건축공학과,8,4,"['AMTH1009-05', 'GEC2001-G22', 'FR1013-00', 'GED1609-G01', 'ELC359-00', 'FT2076-00', 'ELC205-01', 'IS2204-00', 'VID2007-01', 'LA326-00', 'GED1440-G01', 'CHI211-00', 'ENV488-02', 'GEC1102-G23', 'AE271-00', 'CPE201-12', 'BME305-00', 'AMTH1004-09', 'GED1349-G00', 'ENV387-01', 'CHE331-02', 'SPACE203-00', 'IS2506-00', 'GED1945-G00']","['GED1362-G00', 'GEC2001-G26', 'GEE1657-G00', 'GEE1954-G01', 'GEC0103-G05']"
조여준,2021239633,건축공학과,2,1,"['ELC253-00', 'TK203-01', 'GEE1330-G01', 'NE205-00', 'AMTH4017-00', 'GEC2001-G08']","['GEC1104-G41', 'GEB1202-G05', 'GEC2001-G37', 'GEE1668-G00']"
정예림,2015770360,건축공학과,8,4,"['PE106-01', 'APHY1000-08', 'APHY1100-00', 'GED1987-G00', 'ID3013-00', 'GED1544-G00', 'ESP213-00', 'LA210-01', 'DC301-00', 'EE202-01', 'SM327-03', 'AMTH1009-02', 'TK210-01', 'ID2018-00', 'AR353-00', 'AE302-00', 'BME411-00', 'OMB319-00', 'GED1609-G01', 'PM1019-07']","['GEC1104-G29', 'GEC1403-G30', 'GEC1102-G50', 'GEB1102-G06', 'GEC1105-G04', 'GEC2001-G01']"
김우빈,2021192311,건축공학과,1,1,"['CPE201-03', 'FR2041-00', 'GED1717-G02', 'PM1016-01', 'AE101-00', 'AE451-01']","['GEE1648-G01', 'GED1435-G00', 'GED1965-G00', 'GED1736-G00', 'GEC1105-G01']"
강하민,2012942017,건축공학과,6,3,"['CPE201-07', 'EE341-00', 'AMTH1002-13', 'IS3520-00', 'GEC1104-G43', 'ESP105-02', 'FT4071-00', 'TC211-00', 'ID2011-00', 'GEC2001-G36', 'RU1101-01', 'LA207-01', 'PE107-02', 'IS4401-00', 'GEC2001-G23']","['GEE1330-G05', 'GEC1403-G39', 'GEC1105-G45', 'GED1123-G00', 'GEC1105-G11']"
강세인,2016258662,건축공학과,4,2,"['APCH2201-01', 'FD101-01', 'LA204-00', 'ELC204-00', 'AMTH1002-15', 'CSE103-02', 'GED1710-G00', 'GEC1403-G23', 'APCH1101-01', 'CSE436-00', 'SM301-00', 'GEC1105-G43']","['GEC1102-G14', 'GEC1403-G06', 'GEB1102-G02', 'GEC1102-G46']"
강도형,2016729047,건축공학과,8,4,"['PE218-00', 'TK307-01', 'CPE401-10', 'GEC1105-G37', 'HBT325-00', 'CHI211-00', 'GEC1403-G38', 'SC201-01', 'GED1467-G00', 'CE100-00', 'GEC1102-G11', 'NE412-00', 'SPACE424-00', 'IS2004-01', 'EE211-02', 'CPE101-09']","['GEC1102-G02', 'GED1739-G00', 'GEC1104-G28', 'EDU3101-G00', 'EDU4104-G01']"
윤은수,2021109440,건축공학과,1,1,"['GED1957-G01', 'PAM330-00', 'CHI105-00', 'GEC1403-G21']","['GED1860-G00', 'EDU2102-G00', 'GEE1670-G00', 'GEC1104-G10', 'EDU4103-G00']"
한재아,2013085935,건축공학과,7,4,"['AE302-00', 'IE315-01', 'APHY1002-21', 'EE209-02', 'OMB312-00', 'APHY1000-08', 'EE364-00', 'FSB231-00', 'CPE104-01', 'RU2101-00', 'DC401-00', 'CSE203-02', 'SM327-03', 'CHE232-05', 'CA3011-00', 'PM3024-00', 'APHY1000-05', 'GEC0103-G07', 'GED1717-G02', 'GEC1403-G02', 'EE497-11', 'ENV171-02', 'GEC1102-G24', 'CA1006-00']","['GED1435-G00', 'GEC1104-G43', 'GEE1642-G01', 'EDU2102-G00', 'GED1717-G03', 'GEC1105-G15']"
김태민,2014320390,건축공학과,7,4,"['CHI420-00', 'PM4020-00', 'GEN302-00', 'IS2512-00', 'SWCON103-00', 'AE473-01', 'AMIE431-00', 'ME331-01', 'ME202-03', 'GED1738-G00', 'ME211-03', 'GEC1104-G31', 'EE497-11', 'CHE232-03', 'IE324-01', 'PM4025-08']","['GEC0103-G13', 'GEC1102-G04', 'GEC2001-G31', 'GEC1101-G02', 'GEE1668-G00', 'GED1957-G00']"
한영서,2015015493,건축공학과,4,2,"['ENV485-00', 'RU1101-00', 'AR211-02', 'GED1957-G02', 'PM2023-12', 'CPE301-08', 'TC209-00', 'CPE104-03']","['GEC1104-G12', 'GED1349-G00', 'GEC1102-G28', 'GEC1102-G05', 'GEC1105-G28', 'EDU3106-G01']"
최윤슬,2014310948,건축공학과,5,3,"['EE206-03', 'GEC1102-G22', 'TC319-00', 'GEC1102-G24', 'FSB471-00', 'ELC205-01', 'AE271-00', 'EE497-04', 'GEC1104-G26', 'GEC2001-G31', 'SPACE212-00', 'AMIE201-00']","['GEC1105-G47', 'GEE1127-G00', 'GEE1670-G00', 'GED1240-G01', 'GEC1403-G11', 'GEC1104-G07']"
최시호,2021530776,건축공학과,1,1,"['GEC1102-G30', 'FR3041-00', 'GED1517-G00', 'PM1019-18', 'BIO101-00', 'ID3015-01']","['GEC1104-G41', 'GED1541-G00', 'GEC0103-G00', 'GED1206-G00', 'GEC1403-G18']"
정채원,2012501314,건축공학과,6,3,"['GEC1105-G16', 'AR311-02', 'GEC1104-G45', 'ELC238-00', 'ESP309-01', 'GEC1105-G17', 'IS2004-00', 'GEC1102-G34', 'GEE1345-G01', 'GEE1960-G00', 'CHE257-01', 'GEE1642-G00', 'GEC2001-G37', 'SM332-00', 'CE400-00']","['GED1660-G00', 'GED1987-G00', 'GED1419-G00', 'GEC1105-G26']"
이율,2013809087,건축공학과,5,3,"['ME202-01', 'TK104-01', 'AMTH1009-06', 'GEC1104-G01', 'GED1959-G01', 'IS2515-00', 'GED1459-G00', 'CHI107-01', 'GEC2001-G03', 'LA204-00', 'AMIE261-00', 'GEC1102-G37', 'IS4403-00', 'PE302-01', 'GEC1104-G01', 'AMTH1002-16', 'PM3024-00']","['GED1609-G01', 'EDU3106-G00', 'GED1959-G04', 'GEE1665-G01']"
이유신,2011087078,건축공학과,8,4,"['AMTH1004-12', 'CPE301-01', 'EE463-00', 'IE320-00', 'AR411-02', 'RTG106-00', 'CHI209-00', 'IPE102-00', 'CHI203-01', 'GED1819-G00', 'GEC1105-G04', 'CE400-00', 'ID2013-00', 'ESP309-02', 'GEC1105-G03', 'VID2019-00', 'GI102-01', 'VID3020-00', 'IS4102-00', 'ID2013-01', 'NE202-01', 'CE375-01', 'CE485-01', 'PM2023-18']","['GEE1345-G00', 'GEC1403-G18', 'GED1868-G00', 'GED1959-G01', 'GEE1615-G00', 'EDU3171-G00']"
한재이,2013614693,건축공학과,3,2,"['IS2503-00', 'CHE453-00', 'FR2011-01', 'GEC1105-G50', 'EE202-02', 'GED1432-G00', 'GEC2001-G08', 'AE271-00']","['GEE1127-G02', 'GEC2001-G04', 'GEE1332-G03', 'GEC2001-G25', 'GED1862-G00', 'GEC1104-G25']"
김아람,2012053253,건축공학과,3,2,"['FD110-02', 'FT3077-00', 'APCH1121-00', 'GEC2001-G35', 'AR112-04', 'CHI303-01', 'EDU2104-G00', 'GED1865-G00']","['GEE1332-G05', 'GEE1958-G01', 'GED1959-G04', 'GEC1104-G32']"
윤지용,2016374002,건축공학과,6,3,"['PM3022-18', 'SPACE322-00', 'GEC1105-G08', 'PM2023-01', 'TK102-01', 'GED1957-G00', 'NE201-00', 'AMTH1005-00', 'GED1105-G00', 'AE372-00', 'EDU3198-G00', 'CPE201-07', 'PAM330-00', 'PE308-01', 'IE207-00']","['GED1959-G02', 'GEC1104-G33', 'GEC1403-G18', 'GEC2001-G31']"
이명준,2014785022,건축공학과,5,3,"['EE211-01', 'CSE330-00', 'GEC1403-G13', 'APHY1002-08', 'PM4025-12', 'GEC1105-G14', 'PAM329-00', 'ME251-02', 'FD111-05', 'CPE201-07', 'GEE1344-G02', 'CPE201-13']","['GED1960-G00', 'GEC1403-G27', 'GEB1201-G00', 'GEC1105-G48', 'GEC1102-G07', 'GEC2001-G26']"
최도율,2014686722,건축공학과,3,2,"['GED1517-G00', 'ME321-01', 'CHE332-01', 'FT4077-00', 'BME304-00', 'GED1873-G00', 'ELC201-00', 'VID4018-01', 'OMB213-00', 'CPE401-05']","['GEC1403-G08', 'GEC2001-G33', 'GEE1330-G01', 'GEE1630-G00']"
한서우,2012155823,건축공학과,8,4,"['PM3022-18', 'GED1987-G00', 'CPE301-07', 'PE101-00', 'IS1003-01', 'PM1003-00', 'AR161-01', 'EDU3137-G00', 'KO4201-00', 'BIO101-02', 'CDG3277-00', 'GEC1102-G33', 'PM1019-01', 'PM4025-06', 'AR211-03', 'GEC1104-G45', 'GEC1105-G48', 'FD101-05', 'APCH3403-01', 'AMIE396-03', 'PM1016-01', 'EE343-00', 'CA1008-00', 'JP211-02']","['GED1432-G01', 'GEC1102-G04', 'GEC2001-G41', 'GEC1104-G15']"
강지섭,2016072480,건축공학과,5,3,"['ESP239-00', 'AMTH1009-01', 'EE207-02', 'FD101-04', 'GEE1127-G01', 'EDU3186-G00', 'CHI201-01', 'AMTH4012-00', 'FSB383-00', 'RU2202-00', 'PE403-00', 'AMIE201-00', 'EDU4103-G01', 'ME382-01', 'GEC1104-G11']","['GEE1956-G02', 'GEC1105-G29', 'GEC1403-G19', 'GED1465-G00', 'GED1628-G00', 'GEC0103-G03']"
윤세민,2014298664,건축공학과,6,3,"['TC318-00', 'CA4011-00', 'IS2004-01', 'ME301-01', 'GED1419-G01', 'GEC1102-G36', 'CPE201-12', 'GEC1104-G33', 'GEE1332-G02', 'ELC410-00', 'GEC1104-G13', 'CSE201-02', 'IE214-00', 'CPE301-15', 'GED1945-G01', 'APCH2303-00', 'GEC1403-G03', 'GEC1105-G00']","['GEC1104-G11', 'GEC1105-G24', 'GEC1102-G07', 'GEC1403-G06', 'GEC0103-G02', 'GEC1102-G03']"
임예슬,2021582548,건축공학과,1,1,"['JP111-02', 'APHY1002-05', 'APHY1000-05', 'TK104-01', 'GEC1102-G31']","['GEC2001-G10', 'GEC1102-G14', 'GED1989-G00', 'GED1735-G00', 'GEC1403-G17', 'GEC1105-G07']"
윤재범,2015282488,건축공학과,7,4,"['GEC1104-G18', 'RU2304-00', 'GEC2001-G22', 'EE497-13', 'PAM411-00', 'GEC1102-G31', 'LA209-00', 'PM4025-03', 'AMTH1002-02', 'SWCON221-00', 'AE473-01', 'PM4025-07', 'AMTH1009-11', 'ESP334-00', 'PM2023-10', 'GED1113-G01']","['GEC1105-G04', 'GEC1104-G30', 'IPE503-00', 'GEE1667-G00', 'GED1135-G00']"
윤우리,2021462286,건축공학과,1,1,"['AMTH1009-13', 'TK301-01', 'SM209-00', 'IS3002-01']","['EDU3104-G00', 'GEC1105-G20', 'GEE1330-G04', 'GED1737-G00']"
박수호,2021860548,건축공학과,1,1,"['TK210-01', 'GED1657-G00', 'CPE101-05', 'EDU3106-G00', 'GEC1105-G28', 'PM2018-00']","['GED1311-G00', 'GEB1202-G00', 'GEC1105-G37', 'GED1628-G00']"
박현,2014778566,건축공학과,5,3,"['EDU3161-G00', 'RTG106-00', 'DC303-01', 'IS1001-01', 'GEC1403-G38', 'DC332-00', 'GED1626-G00', 'GEC1102-G38', 'AR211-02', 'ELC337-00', 'IS3516-00', 'PM3016-01']","['EDU2107-G00', 'GEC1102-G11', 'GEC1104-G41', 'GED1945-G00', 'GED1408-G01']"
김정민,2017437649,건축공학과,3,2,"['KO3202-00', 'PE203-01', 'AMTH2004-01', 'AR501-00', 'CHE431-04', 'GEC1105-G32', 'AMTH1009-12', 'CDG3279-00', 'EE361-00', 'FR2011-01', 'GED1329-G00', 'FD112-00']","['GED1733-G00', 'GEC1104-G12', 'GED1656-G00', 'GEE1330-G03']"
장세현,2021398088,건축공학과,2,1,"['GEE1615-G00', 'DC204-00', 'GEC1105-G47', 'CPE401-04', 'AR311-01', 'ME380-02']","['GEC1102-G14', 'GEC1104-G45', 'GEC1403-G25', 'GEE1956-G03', 'GED1945-G00']"
최선유,2013908568,건축공학과,8,4,"['CHE232-04', 'EE206-02', 'EE364-00', 'PM1016-01', 'CPE103-02', 'SM333-00', 'SWCON401-00', 'AMTH1004-05', 'IS2301-00', 'PM2023-18', 'CA1008-00', 'ELC204-01', 'GED1717-G00', 'CPE301-04', 'GEC0103-G07', 'AE431-00', 'GEE1330-G03', 'CPE401-08', 'JP374-00', 'GEN418-00']","['GED1223-G00', 'GED1353-G00', 'GED1408-G00', 'GED1217-G00', 'GEC1403-G23', 'GEC1403-G27']"
정진욱,2021868290,건축공학과,1,1,"['GED1508-G00', 'HBT206-00', 'PE105-01', 'GEC1105-G33', 'PE307-01']","['GED1235-G00', 'GEC1104-G05', 'GEB1301-G00', 'GEC1105-G41']"
서이수,2011970781,건축공학과,8,4,"['CHE354-00', 'GEC1403-G05', 'GEC1403-G06', 'CSE223-00', 'AMIE394-01', 'ME202-04', 'GED1123-G00', 'EE202-03', 'EE201-03', 'JP331-00', 'GEC1102-G00', 'GED1217-G01', 'BME316-00', 'TC209-00', 'SWCON103-00', 'SM301-00']","['GEC1102-G21', 'GEE1670-G00', 'GEC1102-G05', 'GEC1102-G01']"
최서인,2015056413,건축공학과,4,2,"['AMTH1009-09', 'FD105-00', 'AE451-01', 'ME479-02', 'GEC1104-G37', 'CHE132-02', 'VID4018-01', 'JP111-01', 'IS2304-00', 'AMTH1009-10', 'EE201-02', 'BME412-02']","['GED1940-G00', 'GED1957-G02', 'GEE1345-G02', 'GEC1403-G26']"
최지오,2019697900,건축공학과,3,2,"['GEC1105-G03', 'PM3018-00', 'GEC1403-G02', 'CPE401-05', 'AR352-00', 'CE273-00', 'GED1363-G00', 'ENV274-00']","['GEC1403-G07', 'GEC1102-G11', 'GED1504-G00', 'GEC1105-G44']"
장송현,2021354475,건축공학과,2,1,"['LA210-00', 'KO4105-00', 'ENV418-00', 'FSB441-00', 'GEC1403-G02', 'GED1202-G01']","['GEC1403-G15', 'GED1217-G01', 'GEC1102-G29', 'GEE1667-G00']"
김태림,2016802272,건축공학과,3,2,"['PE217-00', 'GED1876-G00', 'SM328-00', 'SC202-01', 'SWCON103-00', 'AMTH1009-08', 'ME202-02', 'APCH2101-01']","['GEE1657-G00', 'GEC1102-G53', 'EDU2107-G00', 'GEC1102-G29']"
최재준,2014076025,건축공학과,5,3,"['PM1003-00', 'VID4023-00', 'ESP318-00', 'CE475-00', 'TK403-01', 'GEC1105-G46', 'AR511-03', 'CE375-01', 'IE207-00', 'SM333-00', 'TK210-02', 'PM2015-00', 'APCH1101-06', 'GEC1102-G41', 'FT3035-00', 'GEE1605-G00', 'EE206-03', 'GEE1332-G00']","['GED1419-G00', 'GEC1403-G08', 'GEB1202-G05', 'GED1356-G00', 'GEC1102-G48', 'GED1734-G00']"
박리원,2021635584,건축공학과,2,1,"['ME382-01', 'APHY1002-27', 'GEC1105-G01', 'ME312-02', 'PE306-01']","['GED1437-G00', 'GED1717-G02', 'GED1501-G00', 'GEC1104-G07']"
임세나,2012584252,건축공학과,5,3,"['CPE401-14', 'PM4025-19', 'AMTH1004-10', 'GEC1105-G25', 'PE218-00', 'CSE103-02', 'FD105-01', 'SC2010-00', 'SPACE231-00', 'EDU3103-G00', 'CPE301-16', 'VID3003-00', 'FSB281-00', 'PM4025-15', 'GEE1613-G00']","['GEC1105-G43', 'GED1959-G03', 'GEC1102-G23', 'GEE1345-G01']"
서설아,2016151851,건축공학과,8,4,"['AR411-03', 'CHE132-02', 'GED1202-G01', 'EE210-03', 'GED1958-G00', 'AR112-02', 'GEE1127-G01', 'TK311-01', 'GEN409-00', 'GED1961-G00', 'GED1544-G00', 'GI400-01', 'PM2023-13', 'GEC1102-G02', 'PE201-01', 'FD105-02', 'SC209-01', 'FR3041-00', 'GEC1104-G33', 'APCH3403-00']","['GEC1105-G46', 'GEC1104-G08', 'GEC0103-G13', 'GED1959-G01']"
강하진,2017806264,건축공학과,3,2,"['AMIE394-01', 'CPE301-06', 'IE400-00', 'TK314-00', 'VID4018-00', 'APCH1101-03', 'CHE257-02', 'CE277-01', 'CDG3260-00', 'GEC1403-G16', 'IE414-00', 'ENV385-01']","['GEC2001-G34', 'GEC1105-G34', 'GEC1102-G26', 'GEE1652-G00']"
강라온,2018566258,건축공학과,5,3,"['APCH4600-00', 'CDG3262-00', 'PM1019-06', 'APCH2303-02', 'FD103-02', 'ENV274-00', 'GED1609-G00', 'PM1019-01', 'SPACE322-00', 'GEC1105-G29', 'ENV315-00', 'IS2510-00', 'IS1001-00', 'PE102-01', 'CPE301-14', 'GEC1105-G28', 'GED1358-G00', 'EE361-00']","['GEC1102-G14', 'GEC1105-G38', 'GEB1202-G00', 'GEC1102-G45', 'GED1408-G01']"
조세진,2014945648,건축공학과,3,2,"['GEC1104-G18', 'APCH1131-01', 'AR352-00', 'TK301-02', 'GED1958-G00', 'GEC2001-G32', 'BME211-00', 'SM420-00', 'TK210-02', 'GED1626-G00', 'ID2013-00', 'AT401-00']","['GEC1104-G32', 'GEC1104-G38', 'GEC1104-G12', 'GED1945-G00']"
서준희,2018438756,건축공학과,4,2,"['FSB441-00', 'DC205-01', 'GEC2001-G27', 'ELC201-00', 'GEC0103-G05', 'FT2069-00', 'DC201-01', 'EDU3186-G00', 'VID2019-01', 'AE351-01', 'CPE401-15', 'PM2026-00']","['GEB1201-G00', 'GEC1102-G07', 'GED1957-G00', 'GED1959-G03']"
정혜인,2013330130,건축공학과,3,2,"['PM3022-03', 'APHY2102-00', 'APCH2303-00', 'GED1733-G00', 'APCH3501-00', 'OMB211-00', 'NE221-00', 'TK307-02', 'TK308-02', 'CA2018-00', 'FD105-03', 'RU2304-00']","['GEC1403-G06', 'GEE1265-G00', 'GEC2001-G20', 'GEC1105-G43', 'GEC1102-G21', 'GEC1105-G15']"
강준환,2012328851,건축공학과,7,4,"['CHE132-01', 'CHI303-00', 'ELC381-00', 'GED1103-G00', 'FT4057-00', 'APCH3301-01', 'CPE101-00', 'GED1103-G00', 'ESP239-00', 'PM3022-02', 'TK207-01', 'BME412-04', 'NE202-01', 'GEC1102-G53', 'FT3081-00', 'ELC238-00', 'PM1014-01', 'AE211-03', 'PM3022-04']","['GEB1301-G00', 'EDU4103-G00', 'GEC1403-G30', 'GED1466-G00', 'GED1539-G00']"
박주현,2016315546,건축공학과,8,4,"['GEE1668-G00', 'SC402-01', 'EE206-02', 'AMTH1005-01', 'IS4402-00', 'VID4018-01', 'SPACE411-00', 'CSE203-02', 'GI411-00', 'AMIE396-04', 'GEN202-00', 'SC209-00', 'ELC104-01', 'GEC1105-G25', 'GEC1102-G19', 'GED1957-G02']","['GEE1642-G00', 'EDU2102-G01', 'GEC1105-G32', 'GEC1102-G45', 'GEC1105-G06']"
임정현,2016317388,건축공학과,7,4,"['GEC2001-G37', 'CSE204-01', 'ME315-01', 'TC433-01', 'CPE201-16', 'ID3014-01', 'GEN405-00', 'APHY4404-00', 'AMTH1009-05', 'SC2010-00', 'HBT209-00', 'APCH1131-01', 'APCH3601-00', 'GED1717-G01', 'CPE401-09', 'FT2070-00', 'EDU3357-G00', 'LA210-01', 'PM4025-13', 'GEC0103-G11']","['GED1215-G00', 'GEC1403-G16', 'GED1736-G00', 'GEC1104-G16', 'GEB1301-G01']"
장승연,2013013078,건축공학과,3,2,"['AMTH1009-11', 'GEC1403-G33', 'AMTH1004-12', 'EE321-00', 'CHI302-00', 'PM1018-00', 'GEE1615-G00', 'SPACE203-00']","['GED1502-G01', 'GEC1403-G22', 'GEC1104-G28', 'GED1432-G00', 'GED1626-G00']"
