,student_name,student_id,major,period,grade,passed_subject,get_subject
1270,이기현,2021801981,건축학과,1,1,"['GEC1101-G01', 'CSE327-00', 'PM3024-00', 'CHE452-00', 'ME251-03', 'CE378-01']","[['GEC1403-G00', '9:00', '10:15', '수'], ['GEC1403-G00', '9:00', '10:15', '월'], ['GED1212-G00', '10:30', '11:45', '목'], ['GED1212-G00', '10:30', '11:45', '화'], ['GEC1403-G33', '9:00', '11:45', '금'], ['GED1664-G00', '15:00', '16:15', '목'], ['GED1664-G00', '15:00', '16:15', '화'], ['GEC1403-G01', '9:00', '10:15', '수'], ['GEC1403-G01', '9:00', '10:15', '월'], ['GEC1105-G26', '12:00', '13:15', '목'], ['GEC1105-G26', '12:00', '13:15', '화']]"
1271,조훈,2021980088,건축학과,2,1,"['EE368-00', 'NE321-00', 'ENV379-00', 'GEE1956-G01', 'AMTH1009-10', 'PM3029-00']","[['GED1215-G00', '9:00', '10:15', '목'], ['GED1215-G00', '9:00', '10:15', '화'], ['GEC1102-G11', '10:30', '11:45', '수'], ['GEC1102-G11', '10:30', '11:45', '월'], ['GEC2001-G37', '12:00', '14:45', '금'], ['GEC1102-G21', '15:00', '16:15', '수'], ['GEC1102-G21', '15:00', '16:15', '월'], ['GEC1105-G18', '16:30', '17:45', '수'], ['GEC1105-G18', '16:30', '17:45', '월']]"
1272,서서윤,2017100509,건축학과,7,4,"['GEC1105-G45', 'EE362-01', 'CPE201-16', 'TK201-02', 'FR3015-00', 'RU4102-00', 'APHY1002-08', 'IS3516-00', 'DC202-00', 'KO4105-00', 'GEC2001-G21', 'CE100-00', 'SPACE231-00', 'GEC1105-G02', 'ENV357-00', 'APCH2303-00', 'SC105-01', 'APHY1000-00', 'SWCON366-00', 'CPE401-09']","[['GEE1960-G01', '9:00', '10:15', '수'], ['GEE1960-G01', '9:00', '10:15', '월'], ['IPE108-00', '9:00', '11:45', '금'], ['GEC1403-G26', '13:30', '14:45', '목'], ['GEC1403-G26', '13:30', '14:45', '화'], ['GEC1102-G22', '15:00', '16:15', '수'], ['GEC1102-G22', '15:00', '16:15', '월'], ['EDU4104-G00', '13:30', '15:20', '월']]"
1273,이재윤,2015107429,건축학과,6,3,"['APHY1002-20', 'IE414-00', 'EE342-00', 'CSE438-00', 'GED1959-G02', 'GEC1403-G04', 'SC301-01', 'CHE332-02', 'FD111-05', 'IS3520-00', 'ME315-01', 'RTG106-00']","[['GEC2001-G14', '15:00', '16:15', '수'], ['GEC2001-G14', '15:00', '16:15', '월'], ['GED1650-G00', '10:30', '11:45', '목'], ['GED1650-G00', '10:30', '11:45', '화'], ['GED1865-G00', '12:00', '13:15', '목'], ['GED1865-G00', '12:00', '13:15', '화'], ['GEE1344-G00', '9:00', '11:45', '금'], ['GED1123-G00', '13:30', '14:45', '목'], ['GED1123-G00', '13:30', '14:45', '화'], ['GED1528-G00', '9:00', '10:15', '수'], ['GED1528-G00', '9:00', '10:15', '월']]"
1274,강현,2014374505,건축학과,3,2,"['JP233-00', 'APCH3601-00', 'GEC1403-G16', 'FT3075-00', 'GED1242-G00', 'APHY2105-00', 'BME416-00', 'GEC1105-G35', 'ENV212-01', 'APHY1000-02']","[['GED1356-G01', '13:30', '16:15', '수'], ['GEC2001-G10', '13:30', '14:45', '월'], ['GEE1332-G06', '9:00', '9:50', '목'], ['GED1509-G00', '15:00', '16:15', '월'], ['EDU2102-G01', '11:00', '12:50', '화']]"
1275,최소유,2018828247,건축학과,4,2,"['ELC238-00', 'IS2202-01', 'BIO103-02', 'PM4025-02', 'GEC1105-G45', 'GED1362-G00', 'AMTH1009-07', 'GED1306-G00', 'GEN305-00', 'PM2018-00']","[['GEC2001-G32', '16:30', '17:45', '목'], ['GEC2001-G32', '16:30', '17:45', '화'], ['GEC1104-G44', '15:00', '17:45', '금'], ['GEC1105-G24', '10:30', '11:45', '목'], ['GEC1105-G24', '10:30', '11:45', '화'], ['GEC1101-G00', '10:30', '11:45', '수'], ['GEC1101-G00', '10:30', '11:45', '월']]"
1276,강영은,2012880060,건축학과,4,2,"['SWCON221-00', 'AMTH2004-01', 'ME251-01', 'TK307-01', 'GEE1605-G00', 'JP251-00', 'PM2023-15', 'IS2516-00', 'ESP203-00', 'GEC1102-G38']","[['GEC1105-G20', '9:00', '10:15', '목'], ['GEC1105-G20', '9:00', '10:15', '화'], ['GEC1105-G19', '9:00', '10:15', '목'], ['GEC1105-G19', '9:00', '10:15', '화'], ['GEC1102-G34', '10:30', '11:45', '목'], ['GEC1102-G34', '10:30', '11:45', '화'], ['GEC1102-G21', '15:00', '16:15', '수'], ['GEC1102-G21', '15:00', '16:15', '월'], ['GEC2001-G11', '13:30', '14:45', '수'], ['GEC2001-G11', '13:30', '14:45', '월'], ['GED1961-G01', '10:30', '11:45', '수'], ['GED1961-G01', '10:30', '11:45', '월']]"
1277,서은,2017349331,건축학과,6,3,"['GEC1102-G19', 'KO3103-00', 'GED1721-G00', 'ME202-04', 'AMIE431-00', 'GEC2001-G14', 'AMTH1009-19', 'GEE1625-G00', 'APCH1121-04', 'CE273-00', 'APCH2201-01', 'LA422-00']","[['GEC1105-G21', '10:30', '11:45', '목'], ['GEC1105-G21', '10:30', '11:45', '화'], ['GED1306-G00', '16:30', '17:45', '월'], ['GED1306-G00', '16:30', '17:45', '수'], ['GEB1102-G01', '10:30', '11:45', '수'], ['GEB1102-G01', '10:30', '11:45', '월'], ['GEE1960-G01', '9:00', '10:15', '수'], ['GEE1960-G01', '9:00', '10:15', '월']]"
1278,윤하민,2012997965,건축학과,3,2,"['CHI409-00', 'GEC1102-G24', 'SC402-01', 'AMTH1005-01', 'CPE401-13', 'AMIE220-02', 'GED1223-G00', 'FT2069-00', 'CPE201-11', 'EDU2103-G03']","[['GEC1403-G31', '16:30', '17:45', '목'], ['GEC1403-G31', '16:30', '17:45', '화'], ['EDU3103-G00', '11:00', '12:50', '월'], ['GED1217-G01', '15:00', '16:15', '수'], ['GED1217-G01', '15:00', '16:15', '월'], ['GEC1403-G28', '15:00', '16:15', '목'], ['GEC1403-G28', '15:00', '16:15', '화'], ['GEC2001-G01', '9:00', '10:15', '수'], ['GEC2001-G01', '9:00', '10:15', '월'], ['GED1819-G00', '9:00', '11:45', '금']]"
1279,박도아,2014795714,건축학과,8,4,"['RU2202-00', 'GED1119-G00', 'APHY1002-12', 'AR411-03', 'EE206-02', 'CPE401-12', 'GED1966-G00', 'FSB241-00', 'CSE304-01', 'TC317-00', 'CSE322-00', 'AMTH1009-08', 'GEC1403-G02', 'APCH3606-00', 'DC303-01', 'TC321-00', 'GE2001-00', 'CHE363-00', 'EE206-03', 'SPACE371-00', 'GEC1403-G02', 'JP271-00', 'GED1508-G00', 'GEC1105-G30']","[['GED1984-G00', '12:00', '13:15', '목'], ['GED1984-G00', '12:00', '13:15', '화'], ['GEC1105-G21', '10:30', '11:45', '목'], ['GEC1105-G21', '10:30', '11:45', '화'], ['GEB1102-G08', '13:30', '14:45', '목'], ['GEB1102-G08', '13:30', '14:45', '화'], ['EDU3103-G00', '11:00', '12:50', '월'], ['EDU2102-G00', '9:00', '10:50', '화']]"
1280,최이수,2012596431,건축학과,6,3,"['GEB1101-G01', 'TC319-00', 'CHI203-01', 'EE342-01', 'IE306-01', 'CE485-03', 'PM1019-13', 'IPE102-00', 'AE271-00', 'AE103-00', 'SM312-00', 'IS1002-00', 'AR411-03', 'GEC1104-G27', 'APCH1101-01']","[['GEE1961-G00', '10:30', '11:45', '목'], ['GEE1961-G00', '10:30', '11:45', '화'], ['EDU2101-G01', '9:00', '10:50', '수'], ['GEC1102-G51', '15:00', '16:15', '목'], ['GEC1102-G51', '15:00', '16:15', '화'], ['GEE1332-G02', '13:30', '14:20', '목']]"
1281,강승환,2014098792,건축학과,6,3,"['GEB1102-G07', 'GED1240-G00', 'ENV418-00', 'CHI209-00', 'AMTH1009-16', 'ENV274-00', 'CPE108-04', 'CHI312-00', 'APHY1002-07', 'TK307-02', 'GED1966-G00', 'GEC1403-G17', 'GEC1102-G23', 'GEE1954-G01', 'GEC1105-G48']","[['GEC0103-G08', '12:00', '13:15', '목'], ['GEC0103-G08', '12:00', '13:15', '화'], ['GEC2001-G21', '10:30', '11:45', '목'], ['GEC2001-G21', '10:30', '11:45', '화'], ['GEC1104-G01', '12:00', '14:45', '월'], ['GED1955-G00', '15:00', '17:45', '금'], ['GED1539-G00', '9:00', '10:15', '수'], ['GED1539-G00', '9:00', '10:15', '월']]"
1282,강정윤,2017123536,건축학과,7,4,"['CPE401-08', 'PE101-00', 'EDU3131-G00', 'EDU2107-G00', 'APHY1002-08', 'GEC1102-G28', 'GEC1403-G19', 'FR3016-00', 'AMIE202-01', 'APCH1101-07', 'GEC1403-G12', 'BME304-01', 'GED1435-G00', 'FR1013-01', 'CHE252-01', 'AE473-03', 'IS2511-00', 'CSE305-01', 'AMTH1002-05', 'CSE103-02']","[['GEC2001-G18', '16:30', '17:45', '수'], ['GEC2001-G18', '16:30', '17:45', '월'], ['GED1539-G00', '9:00', '10:15', '수'], ['GED1539-G00', '9:00', '10:15', '월'], ['GEE1652-G00', '10:30', '12:20', '화'], ['GEC0103-G07', '15:00', '16:15', '수'], ['GEC0103-G07', '15:00', '16:15', '월'], ['GEC2001-G04', '10:30', '11:45', '수'], ['GEC2001-G04', '10:30', '11:45', '월']]"
1283,윤시윤,2011346438,건축학과,7,4,"['GEC0103-G03', 'CHI302-00', 'PM1019-06', 'SM426-00', 'CPE401-02', 'ME301-01', 'ENV276-00', 'AMTH1002-16', 'APCH2303-02', 'AMTH1002-16', 'FR2013-01', 'APCH3401-01', 'CSE103-01', 'IS3002-00', 'CHE456-00', 'GED1311-G00', 'SC206-01', 'GEE1956-G02', 'ELC103-00', 'CE400-00']","[['GEC1102-G25', '15:00', '16:15', '수'], ['GEC1102-G25', '15:00', '16:15', '월'], ['GEC1403-G07', '12:00', '13:15', '수'], ['GEC1403-G07', '12:00', '13:15', '월'], ['GED1358-G00', '12:00', '14:45', '금'], ['GED1113-G00', '9:00', '11:45', '금']]"
1284,최승준,2016817831,건축학과,5,3,"['GED1363-G00', 'AMIE431-00', 'AMTH1009-03', 'HBT301-00', 'GEN202-00', 'GED1108-G00', 'TC211-00', 'PAM207-00', 'GEC1403-G29', 'GEN202-01', 'BIO103-01', 'AMTH1002-01', 'IS4403-00', 'AMIE396-02', 'TC313-00']","[['GEC1104-G08', '9:00', '11:45', '화'], ['GEC1105-G35', '15:00', '16:15', '목'], ['GEC1105-G35', '15:00', '16:15', '화'], ['GEC1403-G15', '9:00', '10:15', '목'], ['GEC1403-G15', '9:00', '10:15', '화'], ['GEE1344-G01', '12:00', '14:45', '금']]"
1285,이지환,2018562151,건축학과,6,3,"['FT3077-00', 'JP411-00', 'CHI101-00', 'GEC1104-G11', 'APHY2000-00', 'NE412-00', 'APCH1121-02', 'PM4025-15', 'FSB241-01', 'GEE1665-G00', 'GED1657-G00', 'AMIE331-01', 'AR511-03', 'APHY1004-00', 'EE202-03', 'SPACE301-00', 'GEB1102-G08', 'KO2201-00']","[['GED1984-G00', '12:00', '13:15', '목'], ['GED1984-G00', '12:00', '13:15', '화'], ['GED1105-G00', '15:00', '16:15', '목'], ['GED1105-G00', '15:00', '16:15', '화'], ['GEC1104-G25', '15:00', '17:45', '수'], ['GED1467-G00', '10:30', '11:45', '목'], ['GED1467-G00', '10:30', '11:45', '화'], ['GEE1127-G00', '9:00', '11:45', '토']]"
1286,서린아,2017062126,건축학과,5,3,"['ENV418-00', 'NE202-01', 'GEC1105-G26', 'PE403-00', 'AMTH1004-04', 'GEB1202-G06', 'ELC205-00', 'CHI201-01', 'RU2201-00', 'AMTH1002-14', 'NE311-00', 'APCH1101-04']","[['GEC1102-G03', '12:00', '14:45', '금'], ['GEC1105-G05', '10:30', '11:45', '수'], ['GEC1105-G05', '10:30', '11:45', '월'], ['GED1868-G00', '9:00', '11:45', '금'], ['GEC1403-G25', '13:30', '14:45', '목'], ['GEC1403-G25', '13:30', '14:45', '화']]"
1287,서승은,2018410308,건축학과,4,2,"['AMIE321-00', 'CPE401-03', 'AMTH1009-03', 'GED1435-G00', 'GEC2001-G24', 'APCH1131-00', 'TK201-02', 'AE251-02']","[['GEE1956-G06', '16:30', '17:45', '목'], ['GEE1956-G06', '16:30', '17:45', '화'], ['GED1539-G00', '9:00', '10:15', '수'], ['GED1539-G00', '9:00', '10:15', '월'], ['GEE1265-G00', '9:00', '10:15', '수'], ['GEE1265-G00', '9:00', '10:15', '월'], ['GEC2001-G02', '10:30', '11:45', '수'], ['GEC2001-G02', '10:30', '11:45', '월'], ['GED1628-G00', '15:00', '16:15', '목'], ['GED1628-G00', '15:00', '16:15', '화'], ['GEB1202-G00', '9:00', '10:15', '수'], ['GEB1202-G00', '9:00', '10:15', '월']]"
1288,한동휘,2013938626,건축학과,6,3,"['CPE301-10', 'GEC1403-G20', 'IS4102-00', 'PE301-01', 'GEC0103-G05', 'FDA401-00', 'SM209-00', 'CHE252-01', 'GEC1102-G43', 'APCH1131-02', 'EE321-03', 'AT401-00', 'CHE353-02', 'SM301-00', 'PM2023-11', 'VID2003-00', 'EE211-00', 'GEC1102-G11']","[['GEC1403-G08', '12:00', '13:15', '수'], ['GEC1403-G08', '12:00', '13:15', '월'], ['GEC1104-G28', '9:00', '11:45', '목'], ['GEB1202-G04', '10:30', '11:45', '목'], ['GEB1202-G04', '10:30', '11:45', '화'], ['GEC1403-G27', '15:00', '16:15', '목'], ['GEC1403-G27', '15:00', '16:15', '화']]"
1289,한범수,2017884010,건축학과,5,3,"['CA2006-00', 'FT2069-00', 'TK403-02', 'CSE203-04', 'IE320-00', 'GEE1330-G04', 'GEE1332-G03', 'IE315-00', 'IS2301-00', 'IS3107-00', 'GED1957-G01', 'AMTH1009-00', 'APCH1101-07', 'ELC410-00', 'GEB1202-G06', 'ME275-01', 'ME401-00', 'CA1008-00']","[['GEC1102-G52', '16:30', '17:45', '목'], ['GEC1102-G52', '16:30', '17:45', '화'], ['GEE1668-G00', '10:30', '12:20', '금'], ['GEC1403-G29', '15:00', '16:15', '목'], ['GEC1403-G29', '15:00', '16:15', '화'], ['GEC1102-G40', '12:00', '13:15', '목'], ['GEC1102-G40', '12:00', '13:15', '화']]"
1290,한희찬,2021833384,건축학과,1,1,"['PM2023-14', 'GED1631-G00', 'EE368-02', 'GEC2001-G29', 'VID3001-00']","[['GEC1102-G49', '15:00', '16:15', '목'], ['GEC1102-G49', '15:00', '16:15', '화'], ['GEC1105-G30', '13:30', '14:45', '목'], ['GEC1105-G30', '13:30', '14:45', '화'], ['GEB1102-G03', '13:30', '14:45', '수'], ['GEB1102-G03', '13:30', '14:45', '월'], ['GEC1403-G14', '16:30', '17:45', '수'], ['GEC1403-G14', '16:30', '17:45', '월'], ['GEC1102-G05', '15:00', '17:45', '금'], ['GEC1403-G12', '15:00', '16:15', '수'], ['GEC1403-G12', '15:00', '16:15', '월']]"
1291,장아진,2014481045,건축학과,8,4,"['EDU2103-G04', 'PAM401-00', 'EE207-02', 'TK203-02', 'GED1650-G00', 'GEN405-00', 'ELC103-01', 'EE368-02', 'EDU3195-G00', 'GED1362-G00', 'APHY1002-13', 'CSE302-01', 'CSE201-02', 'AMTH1009-03', 'PE216-00', 'BIO101-03', 'FSB401-00', 'APHY1002-05', 'APHY1002-29', 'EDU3103-G00']","[['GEB1102-G01', '10:30', '11:45', '수'], ['GEB1102-G01', '10:30', '11:45', '월'], ['GEC1102-G24', '15:00', '16:15', '수'], ['GEC1102-G24', '15:00', '16:15', '월'], ['GED1989-G00', '15:00', '16:15', '목'], ['GED1989-G00', '15:00', '16:15', '화'], ['GEC2001-G24', '12:00', '13:15', '목'], ['GEC2001-G24', '12:00', '13:15', '화'], ['GEE1344-G00', '9:00', '11:45', '금']]"
1292,최채령,2013161558,건축학과,8,4,"['SPACE231-00', 'ME475-01', 'APHY3201-00', 'ID3015-00', 'AMTH3025-00', 'NE321-00', 'APHY1002-26', 'AMTH3013-00', 'EE368-03', 'ELC301-00', 'CPE401-10', 'FR3041-00', 'GEC1102-G45', 'CHI107-00', 'GEC1102-G17', 'CPE201-14', 'AR511-04', 'APCH2201-01', 'PE313-00', 'GEC1105-G05']","[['GED1217-G01', '15:00', '16:15', '수'], ['GED1217-G01', '15:00', '16:15', '월'], ['GEC1105-G44', '9:00', '11:45', '금'], ['GED1959-G03', '13:30', '14:45', '목'], ['GED1959-G03', '13:30', '14:45', '화'], ['GED1502-G00', '9:00', '11:45', '금']]"
1293,임준석,2021808131,건축학과,2,1,"['APHY1002-15', 'GEC1102-G32', 'AMTH1009-06', 'GEC1105-G20', 'BIO103-00']","[['GEC1105-G35', '15:00', '16:15', '목'], ['GEC1105-G35', '15:00', '16:15', '화'], ['GEE1613-G00', '15:00', '16:50', '수'], ['GEC2001-G00', '9:00', '10:15', '수'], ['GEC2001-G00', '9:00', '10:15', '월'], ['GEC1403-G10', '13:30', '14:45', '수'], ['GEC1403-G10', '13:30', '14:45', '월']]"
1294,장나영,2012229659,건축학과,7,4,"['CHI103-02', 'EE210-00', 'GEC1102-G45', 'GEC1105-G26', 'ENV390-00', 'GEC1102-G13', 'JP113-01', 'IS3513-00', 'EE207-00', 'IE411-00', 'FD101-01', 'PM1019-13', 'GEC1102-G13', 'LA209-00', 'CPE301-02', 'NE202-00']","[['GEC1105-G33', '13:30', '14:45', '목'], ['GEC1105-G33', '13:30', '14:45', '화'], ['GEE1330-G04', '18:00', '20:00', '목'], ['EDU2102-G01', '11:00', '12:50', '화'], ['GED1235-G00', '12:00', '13:15', '수'], ['GED1235-G00', '12:00', '13:15', '월'], ['GEC1105-G38', '15:00', '16:15', '목'], ['GEC1105-G38', '15:00', '16:15', '화'], ['GED1113-G00', '9:00', '11:45', '금']]"
1295,강민영,2012036197,건축학과,6,3,"['GEC1102-G19', 'CSE203-04', 'GEC1102-G17', 'EE363-00', 'GEC1105-G21', 'PM4021-00', 'BME412-07', 'CPE104-02', 'FR3011-01', 'VID3015-00', 'CE377-01', 'TK301-01', 'GEC2001-G17', 'AMTH1002-17', 'GEC0103-G06', 'CE251-01', 'APHY1002-06', 'GEC0103-G02']","[['GEE1920-G00', '10:30', '11:45', '월'], ['EDU3105-G00', '13:30', '15:20', '금'], ['GEC1105-G09', '12:00', '13:15', '수'], ['GEC1105-G09', '12:00', '13:15', '월'], ['GEC2001-G26', '12:00', '13:15', '목'], ['GEC2001-G26', '12:00', '13:15', '화']]"
1296,최시헌,2012032071,건축학과,5,3,"['GED1544-G00', 'BME415-00', 'ME231-03', 'SC202-01', 'GEC1403-G02', 'CPE108-01', 'EE211-00', 'GEB1202-G00', 'GEB1102-G08', 'JP271-00', 'SWCON103-00', 'ELC301-00', 'FR2011-00', 'GEC2001-G33', 'GEN202-00']","[['GEC1403-G05', '10:30', '11:45', '수'], ['GEC1403-G05', '10:30', '11:45', '월'], ['GEC1105-G08', '12:00', '13:15', '수'], ['GEC1105-G08', '12:00', '13:15', '월'], ['GEC1104-G15', '12:00', '14:45', '화'], ['GED1626-G00', '13:30', '14:45', '수'], ['GED1626-G00', '13:30', '14:45', '월']]"
1297,김수인,2014436225,건축학과,7,4,"['IS2510-00', 'IS1004-01', 'CHE431-01', 'CSE423-00', 'OMB216-00', 'IPE503-00', 'GED1306-G00', 'GEC1102-G30', 'GEC1105-G16', 'GED1736-G00', 'ME380-01', 'CHE132-02', 'FT4077-00', 'AR311-01', 'KO2104-00', 'GEC1105-G18']","[['GEC1104-G45', '9:00', '11:45', '화'], ['GED1508-G01', '10:30', '11:45', '목'], ['GED1508-G01', '10:30', '11:45', '화'], ['GEC1105-G14', '13:30', '14:45', '수'], ['GEC1105-G14', '13:30', '14:45', '월'], ['GED1957-G00', '15:00', '16:15', '수'], ['GED1957-G00', '15:00', '16:15', '월'], ['GEC1105-G20', '9:00', '10:15', '목'], ['GEC1105-G20', '9:00', '10:15', '화'], ['GEC1403-G08', '12:00', '13:15', '수'], ['GEC1403-G08', '12:00', '13:15', '월']]"
1298,조준모,2021898095,건축학과,2,1,"['PE216-00', 'GED1965-G00', 'GI315-00', 'ELC462-00', 'IE201-00', 'GED1528-G00']","[['GEC1105-G05', '10:30', '11:45', '수'], ['GEC1105-G05', '10:30', '11:45', '월'], ['GED1710-G00', '10:30', '11:45', '목'], ['GED1710-G00', '10:30', '11:45', '화'], ['GEE1330-G01', '18:00', '20:00', '수'], ['GEC1102-G54', '16:30', '17:45', '목'], ['GEC1102-G54', '16:30', '17:45', '화']]"
1299,박가원,2017616576,건축학과,8,4,"['RU2201-00', 'IS3107-00', 'ME375-01', 'TK308-02', 'CSE203-04', 'GEC1104-G12', 'GEC2001-G02', 'CHI409-00', 'PM3022-04', 'CA4002-01', 'CPE201-06', 'CHI409-00', 'AMTH1009-08', 'ELC302-00', 'AE351-01', 'GEC0103-G01', 'ME331-02', 'GED1876-G00', 'IS2002-00', 'ELC462-00', 'AR311-04', 'ME371-03', 'FD110-02', 'AMIE352-00']","[['GEC1105-G17', '16:30', '17:45', '수'], ['GEC1105-G17', '16:30', '17:45', '월'], ['GEE1665-G01', '15:00', '16:50', '목'], ['GED1537-G00', '10:30', '11:45', '목'], ['GED1537-G00', '10:30', '11:45', '화'], ['GEC1105-G19', '9:00', '10:15', '목'], ['GEC1105-G19', '9:00', '10:15', '화'], ['GEC1105-G11', '12:00', '13:15', '수'], ['GEC1105-G11', '12:00', '13:15', '월'], ['GEC1104-G10', '9:00', '11:45', '화']]"
1300,장동건,2017709753,건축학과,6,3,"['RU3101-01', 'APHY1002-02', 'AMTH1009-12', 'IE414-00', 'ME371-01', 'BIO101-02', 'GEC1105-G34', 'FT3074-00', 'ELC343-00', 'ENV171-01', 'ELC343-00', 'ID2011-00']","[['GEC1102-G35', '10:30', '11:45', '목'], ['GEC1102-G35', '10:30', '11:45', '화'], ['GEC1403-G10', '13:30', '14:45', '수'], ['GEC1403-G10', '13:30', '14:45', '월'], ['GEC1104-G33', '12:00', '14:45', '목'], ['GEC2001-G26', '12:00', '13:15', '화'], ['GED1362-G00', '10:30', '11:45', '수'], ['GED1362-G00', '10:30', '11:45', '월'], ['GED1609-G01', '9:00', '11:45', '금']]"
1301,최규원,2013600313,건축학과,6,3,"['GEE1267-G00', 'BME203-00', 'DC201-01', 'EE206-02', 'EE341-02', 'GED1405-G00', 'CHE231-02', 'GI302-01', 'BME412-07', 'IS2203-00', 'AMTH1009-09', 'IS2204-01', 'AMTH1005-00', 'EE211-02', 'IE201-00', 'AR211-05', 'PM1019-04', 'APHY1002-26']","[['GEC1403-G19', '10:30', '11:45', '목'], ['GEC1403-G19', '10:30', '11:45', '화'], ['GEC1403-G32', '16:30', '17:45', '목'], ['GEC1403-G32', '16:30', '17:45', '화'], ['GEC1403-G15', '9:00', '10:15', '목'], ['GEC1403-G15', '9:00', '10:15', '화'], ['GEC2001-G17', '16:30', '17:45', '수'], ['GEC2001-G17', '16:30', '17:45', '월'], ['GEC2001-G37', '12:00', '14:45', '금']]"
1302,이서원,2017483787,건축학과,5,3,"['RU3301-00', 'GEC1104-G09', 'PM4025-06', 'CPE201-04', 'AMTH1009-16', 'ME211-04', 'CHE257-02', 'GED1966-G00', 'FT1071-00', 'CHE331-01', 'AE351-01', 'AR161-01']","[['GEC1105-G30', '13:30', '14:45', '목'], ['GEC1105-G30', '13:30', '14:45', '화'], ['GEC1102-G51', '15:00', '16:15', '목'], ['GEC1102-G51', '15:00', '16:15', '화'], ['GEE1652-G00', '10:30', '12:20', '화'], ['GEC1102-G10', '10:30', '11:45', '수'], ['GEC1102-G10', '10:30', '11:45', '월'], ['GED1957-G02', '13:30', '14:45', '수'], ['GED1957-G02', '13:30', '14:45', '월'], ['GEC2001-G38', '12:00', '14:45', '금']]"
1303,장현빈,2013637831,건축학과,5,3,"['GEC2001-G14', 'AMTH1009-16', 'GEC1104-G09', 'IE423-03', 'AMIE331-01', 'ELC202-00', 'AMTH1009-06', 'APHY1002-20', 'TK201-02', 'CSE203-03', 'BME304-00', 'SPACE322-00', 'SC107-00', 'ME231-02', 'CPE401-03']","[['GEC1102-G25', '15:00', '16:15', '수'], ['GEC1102-G25', '15:00', '16:15', '월'], ['GED1217-G00', '13:30', '14:45', '수'], ['GED1217-G00', '13:30', '14:45', '월'], ['GEE1633-G01', '10:30', '12:20', '목'], ['GEC1403-G01', '9:00', '10:15', '수'], ['GEC1403-G01', '9:00', '10:15', '월'], ['GEC1403-G16', '9:00', '10:15', '목'], ['GEC1403-G16', '9:00', '10:15', '화'], ['GED1666-G00', '16:30', '17:45', '수'], ['GED1666-G00', '16:30', '17:45', '월']]"
1304,이다원,2018133000,건축학과,6,3,"['CPE401-12', 'OMB213-00', 'IS2507-00', 'GEC1105-G28', 'PM1019-14', 'CPE108-03', 'ESP333-00', 'PE306-01', 'PM3027-01', 'CSE423-00', 'PM2015-00', 'AMTH2010-00']","[['GED1537-G00', '10:30', '11:45', '목'], ['GED1537-G00', '10:30', '11:45', '화'], ['GEC1104-G06', '15:00', '17:45', '월'], ['EDU3171-G00', '18:00', '20:25', '화'], ['GED1908-G00', '10:30', '11:45', '수'], ['GED1908-G00', '10:30', '11:45', '월'], ['GEB1102-G06', '9:00', '10:15', '목'], ['GEB1102-G06', '9:00', '10:15', '화'], ['EDU2101-G01', '9:00', '10:50', '수']]"
1305,정나은,2018196223,건축학과,6,3,"['TK207-02', 'PM4025-08', 'GEC1105-G01', 'GEC1403-G07', 'APHY3200-00', 'CSE327-00', 'AMTH1002-03', 'EE206-02', 'FR3016-00', 'APCH4401-00', 'GED1621-G00', 'ME211-03', 'AMTH1009-19', 'PM3022-14', 'APHY1002-27']","[['GED1542-G00', '13:30', '14:45', '목'], ['GED1542-G00', '13:30', '14:45', '화'], ['GEC2001-G00', '9:00', '10:15', '수'], ['GEC2001-G00', '9:00', '10:15', '월'], ['GED1945-G01', '12:00', '13:15', '목'], ['GED1945-G01', '12:00', '13:15', '화'], ['GEC1102-G52', '16:30', '17:45', '목'], ['GEC1102-G52', '16:30', '17:45', '화'], ['GEC1102-G29', '9:00', '10:15', '목'], ['GEC1102-G29', '9:00', '10:15', '화'], ['GEE1625-G00', '9:00', '10:15', '목'], ['GEE1625-G00', '9:00', '10:15', '화']]"
1306,박호연,2012512859,건축학과,5,3,"['GED1959-G02', 'CPE301-14', 'CE472-01', 'GEC1105-G02', 'ME351-02', 'GED1108-G00', 'GEC2001-G27', 'GE4001-00', 'IE306-00', 'ME314-02', 'CHE477-00', 'CPE301-14', 'IE308-00', 'CHI107-00', 'GEC1104-G00', 'CPE301-14', 'FSB391-00', 'EDU2103-G04']","[['GED1103-G00', '12:00', '14:45', '금'], ['GED1965-G00', '13:30', '14:45', '수'], ['GED1965-G00', '13:30', '14:45', '월'], ['GEB1102-G07', '10:30', '11:45', '목'], ['GEB1102-G07', '10:30', '11:45', '화'], ['GEC1104-G10', '9:00', '11:45', '화'], ['EDU3101-G00', '15:30', '17:20', '목']]"
